,Name,Symbol,Market Cap
1911,"CommercialNetLeaseRealty,Inc.",NNN,"$1,243.00"
1912,"TexasIndustries,Inc.",TXI,"$1,241.70"
1913,"LaborReady,Inc.",LRW,"$1,241.10"
1914,RydexETFTrust,RSP,"$1,240.60"
1915,SpansionInc.,SPSN,"$1,240.50"
1916,TeleCentroOestCelularParticipacoesS.A.,TRO,"$1,239.70"
1917,ArrisGroupInc,ARRS,"$1,238.70"
1918,MerrillLynchSemiconductorHOLDRS,SMH,"$1,237.40"
1919,"NuveenInsuredMunicipalOpportunityFund,Inc.",NIO,"$1,236.50"
1920,SinaCorporation,SINA,"$1,236.40"
1921,DigitalInsightCorporation,DGIN,"$1,235.60"
1922,"Hearst-ArgyleTelevision,Inc.",HTV,"$1,232.70"
1923,"ArvinMeritor,Inc.",ARM,"$1,229.70"
1924,"CECEntertainment,Inc.",CEC,"$1,229.00"
1925,"TransactionSystemsArchitects,Inc.",TSAI,"$1,229.00"
1926,BantaCorporation,BN,"$1,225.80"
1927,MasisaSaAds,MYS,"$1,225.60"
1928,ArbitronInc.,ARB,"$1,225.40"
1929,iSharesDowJonesU.S.HealthCareIndexFund,IYH,"$1,224.60"
1930,"FurnitureBrandsInternational,Inc.",FBN,"$1,223.60"
1931,"Pantry,Inc.(The)",PTRY,"$1,223.40"
1932,WCICommunitiesInc,WCI,"$1,221.70"
1933,RandgoldResourcesLimited,GOLD,"$1,221.20"
1934,DomtarIncorporated,DTC,"$1,219.50"
1935,ForwardAirCorporation,FWRD,"$1,219.10"
1936,U-Store-ItTrust,YSI,"$1,218.90"
1937,ABNAMROCAPFDGTRV,ABN^E,"$1,218.00"
1938,"Children'sPlaceRetailStores,Inc.(The)",PLCE,"$1,217.70"
1939,"CommScope,Inc.",CTV,"$1,216.30"
1940,PennVirginiaCorporation,PVA,"$1,216.20"
1941,"Theravance,Inc.",THRX,"$1,215.40"
1942,UniversalCorporation,UVV,"$1,215.00"
1943,MERRILLLYNCH&COINC,MER^H,"$1,213.00"
1944,NuveenEquityPremiumOpportunityFund,JSN,"$1,212.50"
1945,PutnamPremierIncomeTrust,PPT,"$1,211.90"
1946,NewRiverPharmaceuticalsInc.,NRPH,"$1,211.40"
1947,AmericanGreetingsCorporation,AM,"$1,211.10"
1948,"Dril-Quip,Inc.",DRQ,"$1,210.10"
1949,AmericanReporgraphicsCompany,ARP,"$1,209.80"
1950,"ApriaHealthcareGroup,Inc.",AHG,"$1,207.90"
1951,ProvidentBanksharesCorporation,PBKS,"$1,207.80"
1952,VistaPrintLimited,VPRT,"$1,207.70"
1953,"BoisD'ArcEnergy,Inc.",BDE,"$1,207.40"
1954,iSharesS&PEurope350IndexFund,IEV,"$1,207.00"
1955,ScholasticCorporation,SCHL,"$1,206.50"
1956,"CCESpinco,Inc.",LYV,"$1,199.30"
1957,ZaleCorporation,ZLC,"$1,197.60"
1958,CitizensBankingCorporation,CBCF,"$1,197.50"
1959,MatthewsInternationalCorporation,MATW,"$1,197.10"
1960,"MagellanHealthServices,Inc.",MGLN,"$1,196.20"
1961,FelCorLodgingTrustIncorporated,FCH,"$1,195.20"
1962,"FormFactor,Inc.",FORM,"$1,194.90"
1963,NewcastleInvestmentCorporation,NCT,"$1,194.40"
1964,"GabelliEquityTrust,Inc.(The)",GAB,"$1,193.10"
1965,SANTANDERBANCORP,SBP,"$1,192.10"
1966,MidwayGamesInc.,MWY,"$1,191.70"
1967,"Varian,Inc.",VARI,"$1,191.10"
1968,"ChinaMedicalTechnologies,Inc.",CMED,"$1,190.40"
1969,AlabamaNationalBanCorporation,ALAB,"$1,189.70"
1970,"SSAGlobalTechnologies,Inc.",SSAG,"$1,189.40"
1971,CompanhiaParanaensedeEnergia(COPEL),ELP,"$1,188.60"
1972,"KingswayFinancialServices,Inc.",KFS,"$1,187.80"
1973,EldoradoGoldCorp,EGO,"$1,186.40"
1974,"Itron,Inc.",ITRI,"$1,186.40"
1975,"DigitalRiver,Inc.",DRIV,"$1,182.30"
1976,DeltaPetroleumCorporation,DPTR,"$1,181.10"
1977,j2GlobalCommunicationsInc,JCOM,"$1,181.00"
1978,"MKSInstruments,Inc.",MKSI,"$1,180.00"
1979,BlackHillsCorporation,BKH,"$1,179.30"
1980,"Aviall,Inc.",AVL,"$1,177.80"
1981,"Revlon,Inc.",REV,"$1,177.80"
1982,PetrohawkEnergyCorporation,HAWK,"$1,176.60"
1983,BeldenCDTInc,BDC,"$1,174.40"
1984,DoralFinancialCorporation,DRL,"$1,173.20"
1985,ShandaInteractiveEntertainmentLimited,SNDA,"$1,172.20"
1986,"AdvanceAmerica,CashAdvanceCenters,Inc.",AEA,"$1,172.00"
1987,ParkerDrillingCompany,PKD,"$1,172.00"
1988,"Digitas,Inc.",DTAS,"$1,171.30"
1989,PSSWorldMedicalInc.,PSSI,"$1,170.80"
1990,FileNetCorporation,FILE,"$1,169.00"
1991,iSharesLehman7-10YearTreasuryBondFund,IEF,"$1,168.40"
1992,"QualitySystems,Inc.",QSII,"$1,168.40"
1993,CallawayGolfCompany,ELY,"$1,168.20"
1994,"SonusNetworks,Inc.",SONS,"$1,167.10"
1995,VerintSystemsInc.,VRNT,"$1,166.80"
1996,GeorgiaGulfCorporation,GGC,"$1,166.70"
1997,"KnightCapitalGroup,Inc.",NITE,"$1,166.50"
1998,BBVABancoFrancesS.A.,BFR,"$1,165.80"
